0.97,1012.01,15.31,25.62,12.71,1491307200,3.0,50.0,2017-04-04 09:00:00,Mostly cloudy throughout the day.
0.61,1013.8,17.01,25.32,17.01,1491393600,6.0,180.0,2017-04-05 09:00:00,Clear throughout the day.
0.73,1016.71,14.71,27.7,9.72,1491480000,5.0,71.0,2017-04-06 09:00:00,Partly cloudy until afternoon and breezy starting in the afternoon.
0.7,1009.51,16.41,23.21,13.51,1491566400,4.0,20.0,2017-04-07 09:00:00,Breezy until afternoon and mostly cloudy throughout the day.
0.93,1013.2,13.91,18.31,13.51,1491652800,3.0,161.0,2017-04-08 09:00:00,Overcast throughout the day.
0.96,1010.9,17.81,21.22,17.71,1491739200,3.0,110.0,2017-04-09 09:00:00,Overcast throughout the day.
0.96,1005.89,12.01,18.01,12.01,1491825600,3.0,230.0,2017-04-10 09:00:00,Breezy until afternoon and mostly cloudy until evening.
0.78,1017.1,15.51,20.41,12.61,1491912000,4.0,200.0,2017-04-11 09:00:00,Partly cloudy until evening.
0.69,1027.69,11.61,18.51,9.22,1491998400,5.0,110.0,2017-04-12 09:00:00,Partly cloudy overnight.
0.79,1021.49,12.01,22.1,9.01,1492084800,5.0,0.0,2017-04-13 09:00:00,Partly cloudy in the morning.
0.92,1020.41,12.71,23.9,10.01,1492171200,5.0,50.0,2017-04-14 09:00:00,Clear throughout the day.
0.91,1020.09,13.21,22.31,11.51,1492257600,4.0,140.0,2017-04-15 09:00:00,Partly cloudy throughout the day.
0.9,1027.29,14.71,18.61,14.11,1492344000,3.0,140.0,2017-04-16 09:00:00,Mostly cloudy until evening.
0.82,1026.0,11.51,20.61,11.01,1492430400,3.0,140.0,2017-04-17 09:00:00,Partly cloudy throughout the day.
0.85,1022.7,13.51,20.51,11.01,1492516800,3.0,90.0,2017-04-18 09:00:00,Mostly cloudy until evening.
0.96,1015.29,14.61,21.01,13.21,1492603200,3.0,90.0,2017-04-19 09:00:00,Mostly cloudy throughout the day.
0.96,1010.7,14.81,24.21,11.21,1492689600,4.0,270.0,2017-04-20 09:00:00,Mostly cloudy starting in the afternoon.
0.73,1013.5,17.21,21.41,12.21,1492776000,4.0,230.0,2017-04-21 09:00:00,Mostly cloudy in the morning.
0.81,1019.1,8.61,17.21,6.8,1492862400,3.0,50.0,2017-04-22 09:00:00,Mostly cloudy until afternoon.
0.9,1019.3,10.81,24.4,7.51,1492948800,4.0,0.0,2017-04-23 09:00:00,Mostly cloudy starting in the afternoon.
0.93,1013.8,14.81,20.61,14.01,1493035200,3.0,140.0,2017-04-24 09:00:00,Partly cloudy until evening.
0.88,1008.4,14.41,14.41,12.21,1493121600,3.0,161.0,2017-04-25 09:00:00,Mostly cloudy until evening.
0.62,1011.5,9.51,16.21,8.51,1493208000,4.0,270.0,2017-04-26 09:00:00,Clear throughout the day.
0.78,1016.99,11.41,21.52,7.01,1493294400,4.0,270.0,2017-04-27 09:00:00,Clear throughout the day.
0.75,1018.19,13.01,24.81,10.31,1493380800,4.0,320.0,2017-04-28 09:00:00,Clear throughout the day.
0.82,1020.7,12.21,26.4,9.22,1493467200,4.0,0.0,2017-04-29 09:00:00,Clear throughout the day.
0.81,1020.7,12.01,27.1,8.8,1493553600,4.0,0.0,2017-04-30 09:00:00,Clear throughout the day.
0.8,1019.61,13.01,27.0,9.41,1493640000,4.0,0.0,2017-05-01 09:00:00,Breezy in the afternoon.
0.83,1014.99,13.21,24.4,10.01,1493726400,3.0,50.0,2017-05-02 09:00:00,Mostly cloudy throughout the day.
0.93,1020.01,16.61,25.9,16.41,1493812800,4.0,161.0,2017-05-03 09:00:00,Partly cloudy in the morning.
0.91,1016.29,13.61,26.31,12.21,1493899200,4.0,50.0,2017-05-04 09:00:00,Partly cloudy starting in the afternoon.
0.93,1016.09,14.81,27.0,14.01,1493985600,3.0,0.0,2017-05-05 09:00:00,Mostly cloudy throughout the day.
0.89,1014.7,15.41,26.21,15.41,1494072000,2.0,50.0,2017-05-06 09:00:00,"Mostly cloudy throughout the day and breezy starting in the afternoon, continuing until evening."
0.9,1009.51,18.71,24.81,17.81,1494158400,3.0,20.0,2017-05-07 09:00:00,Mostly cloudy throughout the day.
0.97,1012.09,15.41,20.11,14.81,1494244800,2.0,200.0,2017-05-08 09:00:00,Mostly cloudy until afternoon.
0.84,1022.09,11.31,18.91,9.72,1494331200,3.0,180.0,2017-05-09 09:00:00,Partly cloudy throughout the day.
0.84,1026.09,9.81,17.31,9.51,1494417600,3.0,90.0,2017-05-10 09:00:00,Mostly cloudy starting in the afternoon.
0.88,1021.71,9.51,12.21,9.51,1494504000,2.0,90.0,2017-05-11 09:00:00,Overcast throughout the day.
0.95,1013.8,12.11,14.01,11.31,1494590400,2.0,50.0,2017-05-12 09:00:00,Overcast until evening.
0.97,1012.6,13.01,15.41,11.71,1494676800,2.0,200.0,2017-05-13 09:00:00,Overcast throughout the day.
0.89,1014.61,12.21,16.81,12.21,1494763200,2.0,140.0,2017-05-14 09:00:00,Mostly cloudy throughout the day.
0.89,1021.2,12.21,17.01,10.01,1494849600,2.0,200.0,2017-05-15 09:00:00,Clear throughout the day.
0.895,1019.005,11.61,17.810000000000002,9.76,1494936000,2.0,125.0,2017-05-16 09:00:00,INTERPOLATED
0.9,1016.81,11.01,18.61,9.51,1495022400,2.0,50.0,2017-05-17 09:00:00,Mostly cloudy starting in the afternoon.
0.94,1011.5,11.61,15.01,11.61,1495108800,2.0,90.0,2017-05-18 09:00:00,Mostly cloudy throughout the day.
0.96,1004.9,12.11,14.01,11.11,1495195200,2.0,270.0,2017-05-19 09:00:00,Overcast throughout the day.
0.96,1007.5,8.31,11.51,8.01,1495281600,2.0,0.0,2017-05-20 09:00:00,Overcast throughout the day.
0.86,1010.1,10.71,18.61,9.61,1495368000,3.0,0.0,2017-05-21 09:00:00,Mostly cloudy in the morning.
0.83,1015.72,11.01,22.1,8.11,1495454400,3.0,20.0,2017-05-22 09:00:00,Mostly cloudy throughout the day.
0.93,1016.99,11.81,20.51,11.51,1495540800,3.0,110.0,2017-05-23 09:00:00,Partly cloudy starting in the evening.
0.95,1013.5,10.61,19.91,10.01,1495627200,2.0,170.0,2017-05-24 09:00:00,Mostly cloudy until afternoon.
0.97,1011.29,13.21,15.31,12.51,1495713600,2.0,230.0,2017-05-25 09:00:00,Overcast throughout the day.
0.76,1021.41,9.72,16.21,9.22,1495800000,3.0,200.0,2017-05-26 09:00:00,Clear throughout the day.
0.91,1030.73,6.4,13.61,6.01,1495886400,2.0,161.0,2017-05-27 09:00:00,Partly cloudy until evening.
0.85,1026.79,7.2,14.41,6.01,1495972800,2.0,140.0,2017-05-28 09:00:00,Mostly cloudy until evening.
0.97,1026.09,6.21,14.71,5.6,1496059200,2.0,140.0,2017-05-29 09:00:00,Clear throughout the day.
0.91,1027.09,7.01,14.21,2.5,1496145600,2.0,140.0,2017-05-30 09:00:00,Partly cloudy until afternoon.
0.94,1025.51,6.01,14.61,5.52,1496232000,3.0,140.0,2017-05-31 09:00:00,Clear throughout the day.
0.96,1021.71,2.4,15.21,1.22,1496318400,2.0,270.0,2017-06-01 09:00:00,Clear throughout the day.
0.93,1020.5,3.21,17.51,2.5,1496404800,2.0,135.0,2017-06-02 09:00:00,"Partly cloudy starting in the afternoon, continuing until evening."
0.95,1012.51,8.91,17.91,5.01,1496491200,2.0,0.0,2017-06-03 09:00:00,Partly cloudy until afternoon.
0.97,1015.82,6.8,17.11,2.5,1496577600,2.0,290.0,2017-06-04 09:00:00,Partly cloudy starting in the evening.
0.71,1021.92,5.71,12.21,3.62,1496664000,2.0,305.0,2017-06-05 09:00:00,Mostly cloudy throughout the day.
0.91,1019.49,2.01,15.81,1.0,1496750400,2.0,320.0,2017-06-06 09:00:00,Partly cloudy in the morning.
0.89,1012.4,4.02,16.11,3.21,1496836800,2.0,50.0,2017-06-07 09:00:00,Mostly cloudy throughout the day.
0.71,1012.51,8.8,11.41,7.81,1496923200,2.0,251.0,2017-06-08 09:00:00,Mostly cloudy until evening.
0.7,1016.88,6.21,17.01,2.5,1497009600,2.0,270.0,2017-06-09 09:00:00,Partly cloudy until evening and breezy in the afternoon.
0.73,1014.11,8.8,21.41,8.61,1497096000,2.0,290.0,2017-06-10 09:00:00,Clear throughout the day.
0.75,1015.52,10.01,15.61,4.5,1497182400,2.0,180.0,2017-06-11 09:00:00,Partly cloudy until afternoon.
0.97,1019.42,-0.7,14.41,-1.99,1497268800,2.0,0.0,2017-06-12 09:00:00,Mostly cloudy until evening.
0.97,1018.12,2.81,19.31,1.71,1497355200,2.0,50.0,2017-06-13 09:00:00,Mostly cloudy throughout the day.
0.97,1020.78,6.01,19.41,6.01,1497441600,2.0,90.0,2017-06-14 09:00:00,Partly cloudy until evening.
0.94,1013.29,14.21,19.61,10.21,1497528000,2.0,50.0,2017-06-15 09:00:00,Overcast throughout the day and breezy starting in the afternoon.
0.92,1003.9,19.31,22.42,19.31,1497614400,2.0,20.0,2017-06-16 09:00:00,Mostly cloudy throughout the day and breezy until afternoon.
0.95,1000.3,18.21,19.21,9.22,1497700800,2.0,320.0,2017-06-17 09:00:00,"Mostly cloudy until afternoon and breezy starting in the afternoon, continuing until evening."
0.66,1019.61,4.61,9.51,4.61,1497787200,2.0,270.0,2017-06-18 09:00:00,Breezy in the morning.
0.98,1027.59,-3.81,11.51,-3.81,1497873600,2.0,320.0,2017-06-19 09:00:00,Clear throughout the day.
0.98,1027.09,-0.18,13.01,-0.18,1497960000,2.0,71.0,2017-06-20 09:00:00,Mostly cloudy throughout the day.
0.87,1020.21,5.01,15.21,5.01,1498046400,2.0,50.0,2017-06-21 09:00:00,Mostly cloudy until evening and breezy overnight.
0.93,1008.6,11.11,20.61,9.61,1498132800,2.0,20.0,2017-06-22 09:00:00,Mostly cloudy throughout the day and breezy in the afternoon.
0.89,1009.51,15.61,23.6,14.71,1498219200,2.0,50.0,2017-06-23 09:00:00,Mostly cloudy throughout the day.
0.97,1014.61,12.61,24.0,12.51,1498305600,2.0,90.0,2017-06-24 09:00:00,Mostly cloudy throughout the day.
0.83,1012.8,19.21,25.32,17.51,1498392000,2.0,20.0,2017-06-25 09:00:00,"Mostly cloudy throughout the day and breezy starting in the afternoon, continuing until evening."
0.885,1013.105,16.560000000000002,22.165,14.31,1498478400,2.0,125.0,2017-06-26 09:00:00,INTERPOLATED
0.94,1013.41,13.91,19.01,11.11,1498564800,2.0,230.0,2017-06-27 09:00:00,Overcast throughout the day.
0.96,1023.01,8.31,10.51,7.01,1498651200,2.0,230.0,2017-06-28 09:00:00,Mostly cloudy throughout the day.
0.93,1020.62,8.51,15.81,3.11,1498737600,2.0,341.0,2017-06-29 09:00:00,Mostly cloudy until afternoon.
0.925,1024.105,6.605,17.21,3.8600000000000003,1498824000,2.0,180.5,2017-06-30 09:00:00,INTERPOLATED
0.92,1027.59,4.7,18.61,4.61,1498910400,2.0,20.0,2017-07-01 09:00:00,Clear throughout the day.
0.96,1027.59,7.81,19.51,5.81,1498996800,2.0,50.0,2017-07-02 09:00:00,Breezy starting in the afternoon.
0.91,1024.01,7.61,20.51,7.61,1499083200,2.0,50.0,2017-07-03 09:00:00,Breezy starting in the afternoon.
0.89,1018.72,11.51,20.8,11.51,1499169600,2.0,50.0,2017-07-04 09:00:00,Breezy throughout the day and mostly cloudy starting in the evening.
0.85,1014.8,13.11,14.21,10.01,1499256000,2.0,0.0,2017-07-05 09:00:00,Mostly cloudy until evening and breezy in the afternoon.
0.92,1023.01,9.32,10.01,5.71,1499342400,2.0,90.0,2017-07-06 09:00:00,Mostly cloudy throughout the day.
0.97,1025.32,7.81,10.71,7.2,1499428800,2.0,140.0,2017-07-07 09:00:00,Overcast throughout the day.
0.93,1019.3,9.72,11.11,9.72,1499515200,2.0,270.0,2017-07-08 09:00:00,Overcast throughout the day.
0.96,1020.62,8.91,12.01,8.91,1499601600,2.0,0.0,2017-07-09 09:00:00,Overcast throughout the day.
0.88,1024.89,9.72,13.81,8.8,1499688000,2.0,161.0,2017-07-10 09:00:00,Mostly cloudy until evening.
0.93,1027.09,4.5,13.41,4.5,1499774400,2.0,90.0,2017-07-11 09:00:00,Mostly cloudy starting in the afternoon.
0.97,1017.89,11.41,17.01,10.11,1499860800,2.0,20.0,2017-07-12 09:00:00,Overcast throughout the day.
0.98,1009.7,15.11,18.81,12.21,1499947200,2.0,71.0,2017-07-13 09:00:00,Mostly cloudy until evening.
0.76,1015.92,10.51,12.41,9.61,1500033600,2.0,140.0,2017-07-14 09:00:00,Mostly cloudy throughout the day.
0.97,1003.3,11.61,11.71,7.51,1500120000,2.0,230.0,2017-07-15 09:00:00,Overcast until afternoon and breezy overnight.
0.86,1025.42,2.5,8.21,2.5,1500206400,2.0,230.0,2017-07-16 09:00:00,Partly cloudy until afternoon.
